player_id,player_name,position,team_last,seasons_played,last_season,first_season,n_teams,games,attempts,completions,pass_yards,pass_tds,interceptions,sacks_suffered,pass_air_yards,pass_yac,pass_epa,carries,rush_yards,rush_tds,rush_epa,ppr,times_blitzed,times_hurried,times_hit,times_pressured,bad_throws,throwaways,batted_balls,rpo_plays,pa_pass_att,pfr_scrambles,pfr_pass_attempts,dropbacks,qb_epa_total,cpoe_sum,cpoe_n,sacks,scrambles,pbp_air_yards,pbp_air_yards_n,qb_hits,espn_pts_added,qb_plays,epa_total,pbp_carries,gl5_carries,third_down_carries,rush_epa_total,ypa,adot,td_int,cpoe,pressure_rate_pbp,designed_rushes,rush_ppr,rush_share_of_ppr,ngs_avg_time_to_throw,ngs_avg_completed_air_yards,ngs_avg_intended_air_yards_pass,ngs_avg_air_yards_differential,ngs_aggressiveness,ngs_avg_air_yards_to_sticks,ngs_expected_completion_percentage,ngs_completion_percentage_above_expectation,ngs_avg_air_distance,ngs_passer_rating,pfr_pocket_time,pfr_scramble_ypa,pfr_iay_per_att,pfr_cay_per_comp,cpoe_w,espn_qbr,espn_qbr_raw,ngs_max_air_distance,comp_pct,td_rate,int_rate,epa_per_dropback,sack_rate,scramble_rate,pfr_pressure_pct,pfr_bad_throw_pct,pfr_blitz_rate,pfr_pa_rate,pfr_rpo_rate,rush_epa_per_att,attempts_pg,pass_yards_pg,pass_tds_pg,interceptions_pg,carries_pg,rush_yards_pg,rush_tds_pg,ppr_pg,dropbacks_pg,designed_rushes_pg,rush_ppr_pg,sacks_pg,scrambles_pg,gl5_carries_pg,window_seasons,thin_data
00-0038102,Kenny Pickett,QB,LV,3,2025,2023,3,23,411,254,2549,9,7,35,2897,1165,-66.53897276333015,56,91,2,-6.6541127524605646,143.06,107,36,48,119,69,15,13.0,26.0,46.0,6.0,411,464,-58.9086520880406,-926.215210556984,393,35.0,20.0,2897.0,409,81.0,-12.3,449.0,26.700000000000003,14.0,3.0,7.0,5.728401273896452,6.201946472019465,7.048661800486618,1.2857142857142858,-2.3567817062518674,0.25,36.0,21.1,0.14749056339997205,2.81082972136223,4.87348258706468,7.1393225806451595,-2.26583999358049,20.0617283950617,-1.49616129032258,61.7291834952747,0.307853541762377,21.5756185245694,81.4300411522634,2.410948905109489,6.058620689655172,7.103448275862069,6.811320754716981,-3.7924272926050073,42.11639344262295,39.78360655737705,54.8749268792224,0.6180048661800487,0.021897810218978103,0.0170316301703163,-0.1269583019138806,0.07543103448275862,0.04310344827586207,28.953771289537713,16.78832116788321,0.26034063260340634,0.11192214111922141,0.06326034063260341,0.4091715195640323,17.869565217391305,110.82608695652173,0.391304347826087,0.30434782608695654,2.4347826086956523,3.9565217391304346,0.08695652173913043,6.22,20.17391304347826,1.565217391304348,0.9173913043478261,1.5217391304347827,0.8695652173913043,0.13043478260869565,2023-2025,False
00-0038108,Bailey Zappe,QB,CLE,2,2024,2023,2,11,243,143,1442,7,11,26,1906,738,-98.64425812387464,19,85,1,4.341650286107334,76.18,84,15,12,53,44,9,5.0,19.0,34.0,1.0,243,279,-93.2099453028641,-1301.017740368843,232,26.0,11.0,1904.0,242,41.0,,,,6.0,0.0,2.0,-1.3434212961583398,5.934156378600823,7.843621399176954,0.6363636363636364,-5.607835087796738,0.24014336917562723,8.0,14.5,0.1903386715673405,2.7442654028436,4.77031496062992,7.7228855721393,-2.95257061150938,19.811320754717,-1.2771144278607,62.11548756175449,-2.20982718439596,20.8327290195138,68.75,2.4,3.0,7.1,4.3,-8.701552398632506,,,56.3380439845048,0.588477366255144,0.02880658436213992,0.04526748971193416,-0.33408582545829424,0.0931899641577061,0.03942652329749104,21.810699588477366,18.106995884773664,0.345679012345679,0.13991769547325103,0.07818930041152264,-0.22390354935972331,22.09090909090909,131.0909090909091,0.6363636363636364,1.0,1.7272727272727273,7.7272727272727275,0.09090909090909091,6.925454545454546,25.363636363636363,0.7272727272727273,1.3181818181818181,2.3636363636363638,1.0,0.0,2023-2025,False
00-0038122,Desmond Ridder,QB,LV,2,2024,2023,2,20,473,301,3294,14,14,41,3867,1423,-54.32225456324538,62,229,5,-12.938143235990054,199.06,111,32,37,110,70,15,13.0,73.0,100.0,6.0,473,536,-44.40433474273653,-748.9486649632454,453,41.0,25.0,3865.0,470,73.0,-10.1,496.0,33.2,23.0,1.0,5.0,-1.2461994211189449,6.964059196617336,8.175475687103594,1.0,-1.653308311177142,0.2126865671641791,37.0,52.900000000000006,0.26574902039586057,2.6951088082901604,6.24016064257028,8.14781333333333,-1.90765269076305,14.9484536082474,-0.670853333333333,65.6236695490547,-1.44841181709594,20.8386330873259,83.4407216494846,2.2820295983086685,5.8,8.1,4.9,-0.2039003704588774,40.1,42.8,58.870003397316,0.6363636363636364,0.02959830866807611,0.02959830866807611,-0.08284390810212039,0.07649253731343283,0.04664179104477612,23.25581395348837,14.799154334038056,0.2346723044397463,0.21141649048625794,0.1543340380549683,-0.054182583526910646,23.65,164.7,0.7,0.7,3.1,11.45,0.25,9.953,26.8,1.85,2.6450000000000005,2.05,1.25,0.05,2023-2025,False
00-0038128,Malik Willis,QB,GB,3,2025,2023,2,12,94,74,1046,6,0,15,823,455,43.315787395099136,47,282,3,-1.9868160245748798,106.03999999999999,24,2,4,21,10,1,1.0,20.0,1.0,15.0,94,129,54.14816139003525,1206.9075733423233,93,15.0,20.0,823.0,94,19.0,18.200000000000003,138.0,29.5,16.0,2.0,4.0,10.1103120923799,11.127659574468085,8.75531914893617,,12.977500788627133,0.26356589147286824,27.0,46.2,0.4356846473029046,,,,,,,,,,,2.4010638297872338,9.569662921348316,8.6438202247191,8.185714285714285,6.24459900238182,83.51348314606741,83.81011235955057,,0.7872340425531915,0.06382978723404255,0.0,0.41975318907004067,0.11627906976744186,0.15503875968992248,22.340425531914892,10.638297872340425,0.2553191489361702,0.010638297872340425,0.2127659574468085,0.6318945057737437,7.833333333333333,87.16666666666667,0.5,0.0,3.9166666666666665,23.5,0.25,8.836666666666666,10.75,2.25,3.85,1.25,1.6666666666666667,0.16666666666666666,2023-2025,False
00-0038391,Sean Clifford,QB,GB,1,2023,2023,1,2,1,1,37,0,0,0,34,3,2.14362682815408,3,-2,0,-3.491684000298843,1.28,1,0,0,0,0,0,0.0,0.0,0.0,,1,1,2.1436268281540833,58.596500754356384,1,0.0,0.0,34.0,1,0.0,0.9,1.0,0.3,,,,,37.0,34.0,,58.596500754356384,0.0,3.0,-0.2,-0.15625,,,,,,,,,,,2.4,,,,58.5965007543564,100.0,100.0,,1.0,0.0,0.0,2.1436268281540833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.5,18.5,0.0,0.0,1.5,-1.0,0.0,0.64,0.5,1.5,-0.1,0.0,0.0,,2023-2025,True
00-0038400,Tanner McKee,QB,PHI,2,2025,2024,1,6,88,54,597,5,1,5,733,238,12.215775131741111,13,7,0,-8.173085946589712,42.58,29,5,8,18,19,5,1.0,10.0,,3.0,88,96,13.104611235232593,48.36001098155975,82,5.0,3.0,733.0,88,13.0,4.0,52.0,8.3,1.0,0.0,1.0,0.21560511528514326,6.784090909090909,8.329545454545455,5.0,0.589756231482436,0.1875,10.0,0.7000000000000001,0.01643964302489432,,,,,,,,,,,2.348863636363636,4.0,8.06590909090909,6.688888888888889,12.75449749189831,65.5,74.9,,0.6136363636363636,0.056818181818181816,0.011363636363636364,0.13650636703367283,0.052083333333333336,0.03125,20.454545454545457,21.59090909090909,0.32954545454545453,,0.11363636363636363,0.21560511528514326,14.666666666666666,99.5,0.8333333333333334,0.16666666666666666,2.1666666666666665,1.1666666666666667,0.0,7.096666666666667,16.0,1.6666666666666667,0.11666666666666668,0.8333333333333334,0.5,0.0,2023-2025,True
00-0038416,Tyson Bagent,QB,CHI,3,2025,2023,1,11,149,99,917,3,6,5,845,547,-23.740797177604176,31,109,2,10.65213505000651,55.58,48,11,11,27,20,5,4.0,16.0,21.0,1.0,149,166,-12.485188163668823,-262.61537075042725,144,5.0,12.0,845.0,149,15.0,,,,9.0,3.0,2.0,2.2071336131193675,6.154362416107382,5.671140939597316,0.5,-1.8237178524335225,0.12048192771084337,19.0,22.9,0.4120187117668226,2.88642657342657,3.6786170212766,6.15608695652174,-2.47746993524514,12.5874125874126,-2.23521739130435,67.6310438636717,-1.8967781294059203,20.9342132838627,71.4015151515152,2.5838926174496644,7.0,5.166666666666667,1.8200000000000003,-0.8015568416302126,,,53.5329141743657,0.6644295302013423,0.020134228187919462,0.040268456375838924,-0.07521197688957122,0.030120481927710843,0.07228915662650602,18.120805369127517,13.422818791946309,0.3221476510067114,0.14093959731543623,0.10738255033557047,0.24523706812437418,13.545454545454545,83.36363636363636,0.2727272727272727,0.5454545454545454,2.8181818181818183,9.909090909090908,0.18181818181818182,5.052727272727273,15.090909090909092,1.7272727272727273,2.0818181818181816,0.45454545454545453,1.0909090909090908,0.2727272727272727,2023-2025,False
00-0038476,Tommy DeVito,QB,NYG,2,2024,2023,1,11,222,145,1358,8,3,43,1412,702,-57.33116469525494,44,227,1,-5.970454120417975,107.02000000000001,79,18,13,74,27,13,7.0,24.0,19.0,4.0,222,291,-58.349121203890164,-293.94295513629913,209,43.0,26.0,1412.0,222,56.0,,,,13.0,0.0,2.0,0.07356246907147579,6.117117117117117,6.36036036036036,2.6666666666666665,-1.4064256226617184,0.3402061855670103,18.0,28.700000000000003,0.26817417305176605,2.98798876404494,4.52324561403509,6.45029761904762,-1.9270520050125302,10.1123595505618,-3.78184523809524,67.6083736875084,-3.56342986728369,21.6469733828638,89.185393258427,2.5405405405405403,7.8,6.0,4.5,-1.3646527076788941,,,53.1120146482884,0.6531531531531531,0.036036036036036036,0.013513513513513514,-0.20051244399962256,0.14776632302405499,0.08934707903780069,33.33333333333333,12.162162162162163,0.35585585585585583,0.08558558558558559,0.10810810810810811,0.005658651467036599,20.181818181818183,123.45454545454545,0.7272727272727273,0.2727272727272727,4.0,20.636363636363637,0.09090909090909091,9.72909090909091,26.454545454545453,1.6363636363636365,2.6090909090909093,3.909090909090909,2.3636363636363638,0.0,2023-2025,False
00-0038550,Hendon Hooker,QB,DET,1,2024,2024,1,3,9,6,62,0,0,1,58,30,-2.07688756539449,5,2,0,-2.99576760584023,2.68,1,2,0,3,1,0,0.0,0.0,,1.0,9,11,-2.4966237844988752,-74.49514269828796,9,1.0,1.0,58.0,9,1.0,,,,1.0,0.0,0.0,1.7613744576228783,6.888888888888889,6.444444444444445,,-8.277238077587551,0.18181818181818182,4.0,0.2,0.07462686567164178,,,,,,,,,,,2.2,2.0,6.4,5.3,-11.88434229956733,,,,0.6666666666666666,0.0,0.0,-0.22696579859080684,0.09090909090909091,0.09090909090909091,33.33333333333333,11.11111111111111,0.1111111111111111,,0.0,1.7613744576228783,3.0,20.666666666666668,0.0,0.0,1.6666666666666667,0.6666666666666666,0.0,0.8933333333333334,3.6666666666666665,1.3333333333333333,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.0,2023-2025,True
00-0038579,Aidan O'Connell,QB,LV,3,2025,2023,1,21,608,377,3932,20,11,35,4666,1825,-21.25463627781299,39,48,2,-12.081599132565326,224.07999999999998,157,34,43,112,112,29,12.0,34.0,73.0,4.0,608,645,-15.378824785502193,-2606.03187084198,576,35.0,4.0,4666.0,606,79.0,-10.8,390.0,21.3,19.0,4.0,6.0,1.4814847492962144,6.467105263157895,7.6743421052631575,1.8181818181818181,-4.524360886878437,0.17674418604651163,35.0,16.8,0.0749732238486255,2.8485009832224963,5.445178336020881,7.5565293897208665,-2.1113510536999853,17.918088737201415,-1.4273345427688748,63.66569104393188,-1.0377046958090053,21.01873035545018,85.06114903299206,2.392763157894737,8.558867924528302,7.941509433962264,5.785365853658537,-3.8740623804191747,40.5,40.4,57.4915445957056,0.6200657894736842,0.03289473684210526,0.018092105263157895,-0.023843139202328983,0.05426356589147287,0.006201550387596899,18.421052631578945,18.421052631578945,0.2582236842105263,0.12006578947368421,0.05592105263157895,0.07797288154190603,28.952380952380953,187.23809523809524,0.9523809523809523,0.5238095238095238,1.8571428571428572,2.2857142857142856,0.09523809523809523,10.67047619047619,30.714285714285715,1.6666666666666667,0.8,1.6666666666666667,0.19047619047619047,0.19047619047619047,2023-2025,False
00-0038582,Clayton Tune,QB,GB,3,2025,2023,2,13,38,21,112,0,3,12,115,75,-55.77690637292102,20,49,1,-7.948772839488699,7.38,15,1,6,19,4,1,4.0,4.0,5.0,2.0,38,57,-54.29534011700889,-587.2420251369476,37,12.0,7.0,115.0,38,16.0,,,,9.0,1.0,5.0,-6.6336536747112405,2.9473684210526314,3.026315789473684,0.0,-15.871406084782368,0.49122807017543857,13.0,10.9,1.4769647696476966,,,,,,,,,,,2.281578947368421,8.5,3.676470588235294,2.0,-6.355782923729794,,,,0.5526315789473685,0.0,0.07894736842105263,-0.9525498266141911,0.21052631578947367,0.12280701754385964,50.0,10.526315789473683,0.39473684210526316,0.13157894736842105,0.10526315789473684,-0.7370726305234712,2.923076923076923,8.615384615384615,0.0,0.23076923076923078,1.5384615384615385,3.769230769230769,0.07692307692307693,0.5676923076923077,4.384615384615385,1.0,0.8384615384615385,0.9230769230769231,0.5384615384615384,0.07692307692307693,2023-2025,False
00-0038583,Dorian Thompson-Robinson,QB,CLE,2,2024,2023,1,13,230,121,880,1,10,14,1372,455,-110.66827707013536,35,187,0,7.776503138462538,37.9,62,14,28,56,40,14,3.0,49.0,9.0,6.0,230,252,-106.07143336324447,-2372.766700387001,210,14.0,11.0,1377.0,227,42.0,,,,21.0,0.0,4.0,5.122231401386671,3.8260869565217392,5.965217391304348,0.1,-11.29888904946191,0.2222222222222222,24.0,18.7,0.49340369393139843,,,,,,,,,,,2.2973913043478267,6.5,6.1,3.1,-11.981669203148352,,,,0.5260869565217391,0.004347826086956522,0.043478260869565216,-0.42091838636208123,0.05555555555555555,0.04365079365079365,24.347826086956523,17.391304347826086,0.26956521739130435,0.0391304347826087,0.21304347826086956,0.24391578101841288,17.692307692307693,67.6923076923077,0.07692307692307693,0.7692307692307693,2.6923076923076925,14.384615384615385,0.0,2.9153846153846152,19.384615384615383,1.8461538461538463,1.4384615384615385,1.0769230769230769,0.8461538461538461,0.0,2023-2025,False
00-0038598,Jaren Hall,QB,MIN,1,2023,2023,1,3,20,13,168,0,1,4,156,99,-12.676042797437368,6,14,0,-1.966019925183214,2.12,9,1,2,7,5,1,0.0,1.0,5.0,,20,27,-14.642062722620576,8.667287230491638,19,4.0,3.0,156.0,20,7.0,,,,,,,,8.4,7.8,0.0,0.45617301213113887,0.4074074074074074,3.0,1.4000000000000001,0.6603773584905661,,,,,,,,,,,2.7,,,,2.874488079989393,,,,0.65,0.0,0.05,-0.5422986193563176,0.14814814814814814,0.1111111111111111,35.0,25.0,0.45,0.25,0.05,,6.666666666666667,56.0,0.0,0.3333333333333333,2.0,4.666666666666667,0.0,0.7066666666666667,9.0,1.0,0.46666666666666673,1.3333333333333333,1.0,,2023-2025,True
00-0038998,Jake Haener,QB,NO,1,2024,2024,1,8,39,18,226,1,1,6,345,97,-14.948479153761138,11,22,0,-1.556291230604986,13.24,15,2,9,17,7,2,1.0,1.0,,5.0,39,50,-16.50477038436612,-640.7816886901855,37,6.0,5.0,345.0,39,15.0,,,,,,,,5.794871794871795,8.846153846153847,1.0,-17.318424018653662,0.42,6.0,2.2,0.1661631419939577,,,,,,,,,,,2.4,5.6,8.8,7.199999999999999,-25.864841597142572,,,,0.46153846153846156,0.02564102564102564,0.02564102564102564,-0.33009540768732243,0.12,0.1,43.58974358974359,17.94871794871795,0.38461538461538464,,0.02564102564102564,,4.875,28.25,0.125,0.125,1.375,2.75,0.0,1.655,6.25,0.75,0.275,0.75,0.625,,2023-2025,True
00-0039150,Bryce Young,QB,CAR,3,2025,2023,1,46,1389,853,8291,49,30,118,10469,3808,-207.11295698671435,136,718,8,42.39035987394121,569.44,429,145,136,399,256,103,16.0,121.0,81.0,70.0,1389,1605,-147.6567708867013,11.32044792175293,1279,118.0,101.0,10468.0,1386,252.0,-24.3,1757.0,124.4,8.0,0.0,3.0,0.32583232823526487,5.969042476601872,7.537077033837293,1.6333333333333333,0.008851014794177428,0.23052959501557632,35.0,119.8,0.21038212981174484,2.847994288549708,5.195387257232263,7.597769493154305,-2.4023822359220475,14.110871130309565,-1.085384801921455,61.53325070539363,-0.12216359236263412,21.341533116327135,80.89002879769619,2.410295176385889,6.78909512761021,7.3800464037122975,5.3654275092936805,0.29804584434179876,43.06940244780418,45.24967602591793,56.4945953167204,0.6141108711303096,0.035277177825773935,0.02159827213822894,-0.09199798809140268,0.0735202492211838,0.06292834890965732,28.725701943844495,18.430525557955363,0.30885529157667385,0.058315334773218146,0.0871130309575234,0.04072904102940811,30.195652173913043,180.2391304347826,1.065217391304348,0.6521739130434783,2.9565217391304346,15.608695652173912,0.17391304347826086,12.37913043478261,34.891304347826086,0.7608695652173914,2.6043478260869564,2.5652173913043477,2.1956521739130435,0.0,2023-2025,False
00-0039152,Will Levis,QB,TEN,2,2024,2023,1,21,556,339,3899,21,16,69,5309,1675,-78.3524229798727,70,240,1,-26.92488109126554,221.95999999999998,157,23,80,172,96,15,9.0,51.0,61.0,19.0,556,652,-66.22873417385122,-220.7353636622429,539,69.0,29.0,5309.0,554,145.0,-36.0,426.0,5.1,22.0,1.0,14.0,-2.769637726363726,7.012589928057554,9.548561151079136,1.3125,-0.4095275763677976,0.3282208588957055,41.0,30.0,0.13515948819607138,2.7544799741234693,6.234734760831392,9.485393201736585,-3.250658440905183,17.2661870503597,0.05272779629028261,63.31764919658094,-2.3464261749981756,23.21758741884274,82.71133093525185,2.445863309352518,7.0,8.6,6.1,-0.5673924375755024,25.2,23.2,60.236139484532,0.6097122302158273,0.03776978417266187,0.02877697841726619,-0.10157781315007856,0.1058282208588957,0.04447852760736196,30.935251798561154,17.26618705035971,0.2823741007194245,0.10971223021582734,0.09172661870503597,-0.12589262392562392,26.476190476190474,185.66666666666666,1.0,0.7619047619047619,3.3333333333333335,11.428571428571429,0.047619047619047616,10.569523809523808,31.047619047619047,1.9523809523809523,1.4285714285714286,3.2857142857142856,1.380952380952381,0.047619047619047616,2023-2025,False
00-0039163,C.J. Stroud,QB,HOU,3,2025,2023,1,46,1454,928,10876,62,25,113,12310,4791,96.53821858118067,139,609,4,13.945302522675988,704.9399999999999,412,156,129,398,260,60,27.0,94.0,94.0,62.0,1454,1642,131.7564335190824,-612.7432882785797,1386,113.0,85.0,12313.0,1444,234.0,24.0,1804.0,182.4,21.0,3.0,9.0,8.156905268435366,7.480055020632737,8.466299862448418,2.48,-0.44209472458771987,0.2113276492082826,54.0,84.9,0.12043578176866118,2.951528641031726,6.494749974250639,8.539168889839294,-2.0444189155886554,13.961485557083897,-0.5267537322633988,63.221610547512604,0.6023234277281161,21.473885793781893,93.48635946813401,2.470907840440165,7.2429319371727745,8.067120418848168,6.1,-0.3729259253241075,54.660522696011,54.70983493810179,66.8762237271215,0.6382393397524071,0.04264099037138927,0.0171939477303989,0.08024143332465433,0.06881851400730817,0.05176613885505481,27.372764786795052,17.881705639614857,0.2833562585969739,0.06464924346629987,0.06464924346629987,0.3884240604016841,31.608695652173914,236.43478260869566,1.3478260869565217,0.5434782608695652,3.0217391304347827,13.23913043478261,0.08695652173913043,15.324782608695651,35.69565217391305,1.173913043478261,1.8456521739130436,2.4565217391304346,1.8478260869565217,0.06521739130434782,2023-2025,False
00-0039164,Anthony Richardson,QB,IND,3,2025,2023,1,17,350,177,2400,11,13,21,3931,1080,-33.68304485298977,115,634,10,21.788277566826853,238.2,91,45,35,101,88,15,7.0,89.0,8.0,21.0,350,397,-20.901758138929168,-3342.902772128582,332,21.0,28.0,3931.0,348,55.0,-9.7,375.0,24.9,72.0,11.0,13.0,20.409663409373024,6.857142857142857,11.231428571428571,0.8461538461538461,-10.068984253399343,0.19143576826196473,87.0,123.4,0.5180520570948783,2.9504427480916,7.95912698412699,12.02756,-4.06843301587302,15.9090909090909,2.65556,58.9012878787879,-11.1740151515151,24.9545728688913,61.6477272727273,2.445142857142857,8.8,12.224812030075187,8.151181102362203,-7.870573357549652,44.1,40.9,65.2577236808027,0.5057142857142857,0.03142857142857143,0.037142857142857144,-0.05264926483357473,0.05289672544080604,0.07052896725440806,28.857142857142858,25.142857142857146,0.26,0.022857142857142857,0.2542857142857143,0.2834675473524031,20.58823529411765,141.1764705882353,0.6470588235294118,0.7647058823529411,6.764705882352941,37.294117647058826,0.5882352941176471,14.011764705882353,23.352941176470587,5.117647058823529,7.258823529411765,1.2352941176470589,1.6470588235294117,0.6470588235294118,2023-2025,False
00-0039376,Spencer Rattler,QB,NO,2,2025,2024,1,16,485,304,2903,12,10,40,3864,1284,-97.23727501166118,49,313,0,22.215283349141927,166.42000000000002,123,35,30,105,66,22,9.0,66.0,,30.0,485,551,-77.15914298062692,-1352.824729681015,458,40.0,30.0,3864.0,481,73.0,,,,16.0,0.0,6.0,5.611709336459171,5.985567010309278,7.967010309278351,1.2,-2.9537657853297272,0.20508166969147004,19.0,31.3,0.1880783559668309,2.7410979970054514,5.2391214197817835,7.874890639851659,-2.6357692200698826,12.57731958762886,-1.4819581777175639,65.10362886597937,-2.4232164948453603,20.85691006108573,78.91323024054984,2.2940206185567007,7.711134020618556,7.947010309278351,5.314473684210526,-3.358421671458166,,,58.9150413731502,0.6268041237113402,0.024742268041237112,0.020618556701030927,-0.14003474225159152,0.07259528130671507,0.0544464609800363,21.649484536082475,13.608247422680412,0.2536082474226804,,0.1360824742268041,0.3507318335286982,30.3125,181.4375,0.75,0.625,3.0625,19.5625,0.0,10.401250000000001,34.4375,1.1875,1.95625,2.5,1.875,0.0,2023-2025,False
00-0039398,Joe Milton III,QB,DAL,2,2025,2024,2,5,53,37,424,2,2,0,540,150,12.427748491983076,15,66,1,-6.05437201671884,29.56,13,8,3,11,8,3,1.0,12.0,,4.0,53,58,8.759752121691234,499.2818772792816,50,0.0,5.0,540.0,53,4.0,3.1999999999999997,70.0,8.5,6.0,2.0,0.0,5.532255235913908,8.0,10.18867924528302,1.0,9.985637545585632,0.06896551724137931,10.0,12.600000000000001,0.4262516914749662,,,,,,,,,,,2.4094339622641505,7.8584905660377355,9.660377358490566,7.416216216216216,12.868894966101816,61.99245283018867,64.45849056603774,,0.6981132075471698,0.03773584905660377,0.03773584905660377,0.15103020899467645,0.0,0.08620689655172414,20.754716981132077,15.09433962264151,0.24528301886792453,,0.22641509433962265,0.9220425393189847,10.6,84.8,0.4,0.4,3.0,13.2,0.2,5.912,11.6,2.0,2.5200000000000005,0.0,1.0,0.4,2023-2025,True
00-0039577,Kedon Slovis,QB,ARI,1,2025,2025,1,2,2,1,-2,0,0,0,3,0,-2.146631425945086,0,0,0,0.0,-0.08,0,0,0,0,1,0,0.0,0.0,,0.0,2,2,-2.1466314259450883,-63.62362504005432,2,0.0,0.0,3.0,2,0.0,,,,,,,,-1.0,1.5,,-31.81181252002716,0.0,0.0,0.0,-0.0,,,,,,,,,,,2.1,,1.5,-2.0,-31.81181252002715,,,,0.5,0.0,0.0,-1.0733157129725441,0.0,0.0,0.0,50.0,0.0,,0.0,,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.04,1.0,0.0,0.0,0.0,0.0,,2023-2025,True
00-0039732,Bo Nix,QB,DEN,2,2025,2024,1,34,1179,764,7706,54,23,46,8602,4165,97.76376490583706,175,786,9,30.483968557465857,622.04,262,105,79,230,176,44,29.0,183.0,,85.0,1179,1309,136.7144427362496,-390.7923296093941,1129,46.0,86.0,8603.0,1177,125.0,30.5,1461.0,158.3,56.0,3.0,25.0,8.86469335732996,6.536047497879559,7.296013570822731,2.347826086956522,-0.34614023880371486,0.1306340718105424,89.0,132.60000000000002,0.213169571088676,2.8844746018637184,4.569647501209756,7.449575429748221,-2.879927928538465,12.128922815945725,-1.4769824330607157,67.10938083121289,-2.3087022900763303,21.229609040023178,90.4562482329658,2.4480916030534354,8.030534351145038,7.299999999999999,4.601570680628273,-0.2870458323828878,55.99160305343512,57.306870229007636,68.4640066020095,0.6480067854113656,0.04580152671755725,0.019508057675996608,0.10444189666634805,0.03514132925897632,0.06569900687547746,19.508057675996607,14.927905004240882,0.2222222222222222,,0.15521628498727735,0.15829809566660644,34.6764705882353,226.64705882352942,1.588235294117647,0.6764705882352942,5.147058823529412,23.11764705882353,0.2647058823529412,18.295294117647057,38.5,2.6176470588235294,3.900000000000001,1.3529411764705883,2.5294117647058822,0.08823529411764706,2023-2025,False
00-0039851,Drake Maye,QB,NE,2,2025,2024,1,30,830,579,6670,46,18,81,6966,2938,138.7082326277265,157,871,6,31.321142489650992,529.1,254,65,68,214,118,34,18.0,76.0,,107.0,830,1017,202.04291695832876,6001.912519335747,794,81.0,107.0,6966.0,829,145.0,65.0,1137.0,157.10000000000002,20.0,2.0,7.0,1.2892657229060482,8.036144578313253,8.39277108433735,2.5555555555555554,7.55908377750094,0.2222222222222222,50.0,123.10000000000001,0.23265923265923266,2.877656944692717,6.268679793978172,8.375910382449897,-2.107230588471725,16.506024096385524,-0.5372670350842268,63.12563855421688,6.633397590361445,21.07302906542331,103.13755020080306,2.3592771084337345,7.755180722891566,8.326265060240964,6.450777202072539,4.910551168250321,68.18168674698795,68.3043373493976,61.9091988318376,0.6975903614457831,0.05542168674698795,0.021686746987951807,0.19866560172893682,0.07964601769911504,0.10521140609636184,25.783132530120483,14.216867469879519,0.3060240963855422,,0.09156626506024096,0.06446328614530242,27.666666666666668,222.33333333333334,1.5333333333333334,0.6,5.233333333333333,29.033333333333335,0.2,17.636666666666667,33.9,1.6666666666666667,4.1033333333333335,2.7,3.566666666666667,0.06666666666666667,2023-2025,False
00-0039910,Jayden Daniels,QB,WAS,2,2025,2024,1,24,668,445,4830,33,12,65,4938,2357,55.02465511193604,206,1169,8,60.26670249794643,470.1,214,48,39,152,93,27,16.0,160.0,,112.0,668,839,117.87611728256961,1160.2010175585747,635,65.0,110.0,4939.0,664,93.0,40.6,698.0,98.4,78.0,9.0,11.0,17.37986406078562,7.230538922155689,7.392215568862276,2.75,1.8270882166276767,0.18831942789034564,96.0,164.9,0.35077643054669216,2.7155193147245753,5.5765253734858184,7.6299529869951135,-2.053427613509294,13.772455089820362,-1.3220824852757516,67.0469760479042,-0.4302095808383244,21.17057673552143,96.70658682634698,2.3718562874251496,7.649700598802395,7.27185628742515,5.55370786516854,2.2712679411082046,67.7,69.5,65.9171373771647,0.6661676646706587,0.04940119760479042,0.017964071856287425,0.1404959681556253,0.07747318235995232,0.13110846245530394,22.75449101796407,13.922155688622754,0.3203592814371258,,0.23952095808383234,0.22281877001007208,27.833333333333332,201.25,1.375,0.5,8.583333333333334,48.708333333333336,0.3333333333333333,19.587500000000002,34.958333333333336,4.0,6.870833333333334,2.7083333333333335,4.583333333333333,0.375,2023-2025,False
